,dataset,method,ss_euc,ss_seu,ss_cor,ss_cos,vrc,dbs
16,TabulaMuris_Bladder_10X,nmf2,0.7882905037287501,0.3368650932858939,0.6865130038749411,0.6093480543806379,0.7882905037287501,0.920299922904873
17,TabulaMuris_Bladder_10X,nsnmf,0.701541221564572,0.0472390563109854,0.591687661620152,0.733677241506836,0.701541221564572,0.701541221564572
18,TabulaMuris_Bladder_10X,pca,0.9378786317541858,0.342521611384758,0.701063638734182,0.624059279324607,0.805404096352109,0.864870130492115
19,TabulaMuris_Bladder_10X,phate,0.7763305014398589,0.5158040000175329,0.751338854834644,0.7501524873524781,0.7763305014398589,0.7591548409359209
20,TabulaMuris_Bladder_10X,pmf,0.8206729021816801,0.263041301076638,0.6713476353365,0.6098200916390469,0.736277154450956,0.8206729021816801
21,TabulaMuris_Bladder_10X,psmf,0.7368623135238279,0.44669145846598296,0.67329277398288,0.794682926541977,0.7314784820111171,0.8411949183805141
22,TabulaMuris_Bladder_10X,saucie,-0.00422573984431323,0.011211547248728996,-0.0039209301225791296,-0.00489516364177144,0.0041358394470212894,0.0041358394470212894
23,TabulaMuris_Bladder_10X,snmf,0.78002311949161,0.329838427151272,0.8461798478724399,0.626959463127306,0.78002311949161,0.664706626338431
24,TabulaMuris_Bladder_10X,spca,0.937878855478822,0.342520530879343,0.71548447291172,0.7749294961354459,0.844759085638081,0.8659963723366579
25,TabulaMuris_Bladder_10X,spca-batch,0.8043835933641701,0.497446636011089,0.687688491393323,0.582199102344975,0.8043835933641701,0.66106582476762
26,TabulaMuris_Bladder_10X,spectral,0.347637582682568,0.34634653816069105,0.25646619181076696,0.23544005875031895,0.668034977688043,0.347637582682568
27,TabulaMuris_Bladder_10X,srp,0.5522783369012739,0.25803612714838897,0.780132064030559,0.6296302075379999,0.640410000681316,0.9057583557513991
28,TabulaMuris_Bladder_10X,tsvd,0.9290923834173629,0.33177793452128496,0.9124384405614159,0.630787253703546,0.8016476484395041,0.8550065500092908
29,TabulaMuris_Bladder_10X,umap,0.708154926662948,0.40490453258473097,0.758993146222151,0.7624811649551329,0.7954087204709391,0.7328736396623191
30,TabulaMuris_Bladder_10X,vasc,0.6639366088508021,0.21803151087071804,0.49118532871691295,0.37885094567489297,0.6639366088508021,
31,TabulaMuris_Bladder_10X,vpac,0.72928330345025,0.291390174140156,0.6868198945108211,0.678031510299824,0.7191125440387539,0.70174390506182
32,TabulaMuris_Bladder_10X,zifa,0.7356568990115709,0.482043479247791,0.6623307774830961,0.665104467509144,0.7063888177364929,0.7356568990115709
33,TabulaMuris_Bladder_FACS,bd,0.780862950602337,0.353977326071003,0.498978386710914,0.5572136332249449,0.771307673446101,0.780862950602337
34,TabulaMuris_Bladder_FACS,fa,0.6909152136580269,-0.143583235238044,0.449867019362245,0.305379698438973,0.83181268152237,0.6909152136580269
35,TabulaMuris_Bladder_FACS,fica,0.854661490485542,0.0956304455089539,0.470314445246305,0.561207692078313,0.854661490485542,0.629934598482811
36,TabulaMuris_Bladder_FACS,grp,0.7693242435440509,0.21299069961629896,0.979195112838629,0.9782190444219141,0.9417258109749129,0.92977160533619
37,TabulaMuris_Bladder_FACS,icm,0.715709241478689,0.353565767920279,0.46539348907174105,0.7393820495077099,0.715709241478689,0.6166301285314829
38,TabulaMuris_Bladder_FACS,ipca,0.85837539491888,0.0956304446971544,0.6766866499734561,0.663886992755375,0.85837539491888,0.877539187510058
39,TabulaMuris_Bladder_FACS,isomap,0.8094497030787529,-0.19897818728546698,0.70964159539368,0.721999258763774,0.7009871039643729,0.7009871039643729
40,TabulaMuris_Bladder_FACS,ivis,0.698546867807238,-0.0649687002807364,0.545839967637673,0.47471953090621205,0.7265548773816559,0.754656437081494
41,TabulaMuris_Bladder_FACS,kpca-cos,0.803976821008803,-0.22201643839282,0.895158732197607,0.8925467308228029,0.7928230909227478,0.803976821008803
42,TabulaMuris_Bladder_FACS,kpca-pol,0.8715079240906299,0.248848301373224,0.5459642163173279,0.511438117189895,0.8715079240906299,0.86716352023738
43,TabulaMuris_Bladder_FACS,kpca-rbf,0.7347112557780648,-0.0224770599102549,0.862298012580801,0.814799484050236,0.7347112557780648,0.7248477109775351
44,TabulaMuris_Bladder_FACS,lda,0.670640635691393,0.17144281107047,0.555426091372523,0.6266508843723979,0.6242490779866801,0.6375702877558249
45,TabulaMuris_Bladder_FACS,lle,0.804379999419346,0.0520227045993789,0.326694828698743,0.27675427311635403,0.804379999419346,0.804379999419346
46,TabulaMuris_Bladder_FACS,lsnmf,0.7095376788175671,0.35009205413830696,0.409639239709455,0.48590227670445896,0.7095376788175671,0.741738650885288
47,TabulaMuris_Bladder_FACS,mctsne,0.7341939515577701,0.22037004312932604,0.38685427659092897,0.45522389863380497,0.7341939515577701,0.7341939515577701
48,TabulaMuris_Bladder_FACS,nmf,0.687134432821183,0.353528748315919,0.8834670127722091,0.895562399256509,0.687134432821183,0.926309186633369
49,TabulaMuris_Bladder_FACS,nmf2,0.757111323028633,0.314064760925312,0.46198230317403705,0.8134041736717009,0.7772819991878539,0.8738592531438071
50,TabulaMuris_Bladder_FACS,nsnmf,0.6905620165049491,-0.140484050910674,0.33819991788673104,0.8018863079110848,0.6905620165049491,0.6905620165049491
51,TabulaMuris_Bladder_FACS,pca,0.85837539491888,0.0956304446971544,0.757222235807053,0.663887385009048,0.85837539491888,0.8775394611015009
52,TabulaMuris_Bladder_FACS,phate,0.695269072496514,0.0586176448424286,0.540803021109464,0.558608983736034,0.695269072496514,0.695269072496514
53,TabulaMuris_Bladder_FACS,pmf,0.7262946688090259,0.377417543594281,0.47620148771777293,0.6057954865307089,0.7262946688090259,0.775951326892363
54,TabulaMuris_Bladder_FACS,psmf,0.6989314139688351,-0.14310062150692301,0.512841127440109,0.8921272836976201,0.873534798126577,0.558538969978804
55,TabulaMuris_Bladder_FACS,saucie,0.000464724714849737,-0.034588523410618,0.00647532762114956,0.0102704356812984,0.0463354361390967,0.0463354361390967
56,TabulaMuris_Bladder_FACS,snmf,0.714544565739683,0.35353455236205494,0.8866602726109691,0.8980324713989709,0.714544565739683,0.940909597314374
57,TabulaMuris_Bladder_FACS,spca,0.8548656258210691,0.0865898517208783,0.664833165494975,0.51670921567326,0.8548656258210691,0.8618075002776049
58,TabulaMuris_Bladder_FACS,spca-batch,0.8553994867812571,0.0784623425349443,0.7345631314806099,0.64348890428103,0.8553994867812571,0.8831037162622181
59,TabulaMuris_Bladder_FACS,spectral,0.726583241710785,-0.21647831349739702,0.248033103632828,0.359037549947301,0.8187253872183241,0.8187253872183241
60,TabulaMuris_Bladder_FACS,srp,0.138110696511244,0.32226249706101695,0.764375796958121,0.43086520800462796,0.138110696511244,0.9787579604273321
61,TabulaMuris_Bladder_FACS,tsvd,0.8555018008119829,0.0999157093125428,0.9388956136481121,0.9324627935797439,0.8555018008119829,0.8778283853444759
62,TabulaMuris_Bladder_FACS,umap,0.7860805795590929,0.0535403535077322,0.38525477552079207,0.376667780926256,0.7212793832257091,0.7212793832257091
63,TabulaMuris_Bladder_FACS,vasc,0.602836495516584,-0.0102508383448109,0.24182677579588502,0.789908577081439,0.762241403892161,0.602836495516584
64,TabulaMuris_Bladder_FACS,vpac,0.816233170998069,0.0942969060512849,0.5793710156560029,0.567748782365433,0.7974727198537719,0.689993325050544
65,TabulaMuris_Bladder_FACS,zifa,0.789524990723425,0.0268876613092088,0.463498149960913,0.43639827776397205,0.789524990723425,0.635379834810924
66,TabulaMuris_Brain_Microglia_FACS,bd,0.358394733585057,0.249489728788055,0.402151536713663,0.39730061600302,0.392181666229921,0.392181666229921
67,TabulaMuris_Brain_Microglia_FACS,fa,0.30039090543294605,0.305546123063139,0.214983598702351,0.28965837570032,0.30039090543294605,0.12482635872889598
68,TabulaMuris_Brain_Microglia_FACS,fica,0.720378513706903,0.28701028475520896,0.145422780343874,0.362403872256197,0.0979025613914149,0.0979025613914149
69,TabulaMuris_Brain_Microglia_FACS,grp,0.929656303717574,0.276284643951473,0.847925299658854,0.986472418263357,0.966667612592516,0.966667612592516
70,TabulaMuris_Brain_Microglia_FACS,icm,0.35999964772797494,0.17011992374371,0.522585870502597,0.593339854214075,0.30227890051322304,0.187671718483997
71,TabulaMuris_Brain_Microglia_FACS,ipca,0.0764673678429252,0.287010284742426,0.426393475731069,0.390789677670117,0.0525722070093142,0.0764673678429252
72,TabulaMuris_Brain_Microglia_FACS,isomap,-0.0142933711189282,0.123433609123265,0.407873938500757,0.46579759883881,0.015019136047076,0.9124904310063531
73,TabulaMuris_Brain_Microglia_FACS,ivis,-0.279798018236345,0.0525863746296239,0.3897169946003661,0.35474653323494104,-0.279798018236345,0.0139298347543541
74,TabulaMuris_Brain_Microglia_FACS,kpca-cos,-0.0134363138109324,0.140435118202881,0.235742704017929,0.48621769350793304,-0.0454012580964856,-0.0134363138109324
75,TabulaMuris_Brain_Microglia_FACS,kpca-pol,0.21327130565169602,0.13269742120791803,0.143850808664352,0.165715798020207,0.21327130565169602,0.21327130565169602
76,TabulaMuris_Brain_Microglia_FACS,kpca-rbf,-0.0942422938130662,0.160338847522924,0.401738770778656,0.553497673435734,-0.107056349325038,-0.0942422938130662
77,TabulaMuris_Brain_Microglia_FACS,lda,0.6385667438842171,0.266912660049163,0.428887818197157,0.45135444491311894,0.36175803828813896,-0.0128388809099232
78,TabulaMuris_Brain_Microglia_FACS,lle,-0.11141191108911698,0.0650038781109318,0.356931995286382,0.0921382342439339,0.7118913058208671,0.7118913058208671
79,TabulaMuris_Brain_Microglia_FACS,lsnmf,-0.0143816742839624,0.0520441529520263,0.00065015336349698,0.717556436475828,-0.0143816742839624,0.021398654086599002
80,TabulaMuris_Brain_Microglia_FACS,mctsne,0.8192424910347951,0.14265245773584198,0.37368049454350205,0.4040377301202229,0.319225790470835,0.868835902285126
81,TabulaMuris_Brain_Microglia_FACS,nmf,0.976860431827652,0.27525629106144706,0.9239378249895741,0.9240535868853978,0.9249420829572529,0.0685860051984691
82,TabulaMuris_Brain_Microglia_FACS,nmf2,0.760792268429783,0.162669569276607,0.42316905171326,0.724001983109165,0.0193798981334214,0.796664988807298
83,TabulaMuris_Brain_Microglia_FACS,nsnmf,0.814551560151677,0.20780071038426898,0.4310176268858629,0.573639954217663,0.370445802537831,0.370445802537831
84,TabulaMuris_Brain_Microglia_FACS,pca,0.0764674266066927,0.28701029460453303,0.300290846804559,0.39078967432148903,0.0525722068723523,0.0764674266066927
85,TabulaMuris_Brain_Microglia_FACS,phate,-0.066938961363527,0.0907493425477866,0.654958105303843,0.6601275420549201,-0.0598842662098298,-0.0598842662098298
86,TabulaMuris_Brain_Microglia_FACS,pmf,0.6709079754111109,0.32801077827812103,0.36364908645247496,0.60802105685832,0.0809210911152117,0.25444314800352996
87,TabulaMuris_Brain_Microglia_FACS,psmf,0.4646705309348971,0.19155869683886398,0.5059186779260789,0.6591995031856179,0.0267237336817569,0.0768064684521045
88,TabulaMuris_Brain_Microglia_FACS,saucie,0.0047485839590686,0.00990860813257561,-0.00157116850339195,-0.00153307906358656,0.0047485839590686,0.0050518524876939
89,TabulaMuris_Brain_Microglia_FACS,snmf,0.662476767420451,0.371323311351125,0.6609716979785749,0.662842521758829,0.8481266330621641,0.12180132243528999
90,TabulaMuris_Brain_Microglia_FACS,spca,0.0840183313854989,0.287007415335984,0.33803773230822304,0.37227787162384207,0.0585593218319601,0.0840183313854989
91,TabulaMuris_Brain_Microglia_FACS,spca-batch,0.8217700300586629,0.289938953490359,0.41554340957465297,0.38411350505802205,0.0772849553442515,0.0805043588518921
92,TabulaMuris_Brain_Microglia_FACS,spectral,0.0362271341668815,0.214706568680575,0.25181009908984,0.0538123127761189,0.3479849845561261,0.3479849845561261
93,TabulaMuris_Brain_Microglia_FACS,srp,0.423122833954869,0.56353370384796,0.8042225881099759,,0.308658762533406,0.44619261127333
94,TabulaMuris_Brain_Microglia_FACS,tsvd,0.0922506953478313,0.27177953350856504,0.659878995553736,0.66260217432252,0.0152850660755167,0.0703819665758391
95,TabulaMuris_Brain_Microglia_FACS,umap,0.9027669599071991,0.131015481428165,0.23020595293720603,0.445055728725251,0.9067509815024929,0.9067509815024929
96,TabulaMuris_Brain_Microglia_FACS,vasc,0.0692827051458601,0.0954350915218775,0.0234044992050184,0.259669593780573,,
97,TabulaMuris_Brain_Microglia_FACS,vpac,0.427426820629503,0.181888091078754,0.406585050461389,0.40602686244901004,-0.0698567356917364,0.400215015984681
98,TabulaMuris_Brain_Microglia_FACS,zifa,0.523200708706863,0.231124171250964,0.636194593305624,0.642908949807762,-0.0282485323557535,0.0039122365748893
99,TabulaMuris_Brain_Neurons_FACS,bd,0.6514359323474119,,0.4207647294950271,0.40036418937736296,0.6514359323474119,0.5402560104698749
100,TabulaMuris_Brain_Neurons_FACS,fa,0.8302929658897901,,0.552082742638551,0.4627972437885539,0.83330419507847,0.844515510607498
101,TabulaMuris_Brain_Neurons_FACS,fica,0.797209937958816,,0.489537529472184,0.482794629593506,0.797209937958816,0.797209937958816
102,TabulaMuris_Brain_Neurons_FACS,grp,0.8984855367393241,,0.8518557494651271,0.98968687189302,0.9169516431985679,0.8984855367393241
103,TabulaMuris_Brain_Neurons_FACS,icm,0.8108385632860992,,0.27341556218586,0.297582558021831,0.767284953126014,0.8435949041133991
104,TabulaMuris_Brain_Neurons_FACS,ipca,0.730286619362442,,0.6553946338058471,0.558220093212653,0.6867125652791201,0.7608965417813129
105,TabulaMuris_Brain_Neurons_FACS,isomap,0.8603748940932441,,0.20617668080681198,0.11766911940880699,0.747344908303479,0.8663575072311941
106,TabulaMuris_Brain_Neurons_FACS,ivis,0.380697737264292,,0.3037214370909,0.23053430517762802,0.439950368905214,0.380697737264292
107,TabulaMuris_Brain_Neurons_FACS,kpca-cos,0.451906557582611,,0.774703480188649,0.674370139833366,0.451906557582611,0.207928139847691
108,TabulaMuris_Brain_Neurons_FACS,kpca-pol,0.8898464399261591,,0.5043508929054951,0.40117075798657,0.85385090900572,0.907325781573648
109,TabulaMuris_Brain_Neurons_FACS,kpca-rbf,0.163722634944053,,0.812686105643861,0.776556546820343,0.13747117498123002,0.012946610375627
110,TabulaMuris_Brain_Neurons_FACS,lda,0.5264960341870429,,0.41533677722507106,0.267210859751907,0.425667848959454,0.42704524224346296
111,TabulaMuris_Brain_Neurons_FACS,lle,0.11880389555131098,,0.48469659919486796,0.4813020074145061,0.6419719784272441,0.590373870844085
112,TabulaMuris_Brain_Neurons_FACS,lsnmf,0.8755930605996289,,0.22346248745000102,0.34615512499700607,0.779406095587119,0.8755930605996289
113,TabulaMuris_Brain_Neurons_FACS,mctsne,0.643088483749815,,0.541405536169097,0.46370778860496903,0.6236783199783721,0.643088483749815
114,TabulaMuris_Brain_Neurons_FACS,nmf,0.8345154980628209,,0.239541841638802,0.244907551953515,0.65103338594612,0.8126747705997421
115,TabulaMuris_Brain_Neurons_FACS,nmf2,0.8284757248334691,,0.186654316783078,0.5025418946753349,0.6621584322737679,0.7906969947168242
116,TabulaMuris_Brain_Neurons_FACS,nsnmf,0.855982858155945,,0.21776522479713,0.565209656644238,0.538845119158052,0.170059755437112
117,TabulaMuris_Brain_Neurons_FACS,pca,0.730286378224331,,0.645655995369704,0.558219754335442,0.686712565284047,0.7606889362539351
118,TabulaMuris_Brain_Neurons_FACS,phate,0.617483919479672,,0.603920565836478,0.5633029193541811,0.617483919479672,0.6368134087636012
119,TabulaMuris_Brain_Neurons_FACS,pmf,0.910064476631212,,0.239913194016394,0.48118910269276294,0.7453127376471691,0.9152586185730881
120,TabulaMuris_Brain_Neurons_FACS,psmf,0.8342790990033159,,0.4520362969605429,0.6705224458565451,0.757225953344499,0.0242262913593723
121,TabulaMuris_Brain_Neurons_FACS,saucie,0.00694375171397323,,0.000366041956373009,-0.00134252771330655,-0.008170648268338259,-0.0073585214457537
122,TabulaMuris_Brain_Neurons_FACS,snmf,0.887025459044252,,0.274430318562014,0.296054914974677,0.6452332639486109,0.887025459044252
123,TabulaMuris_Brain_Neurons_FACS,spca,0.8542904470128441,,0.619999636200804,0.525357087565038,0.6896046324126629,0.9094308709239151
124,TabulaMuris_Brain_Neurons_FACS,spca-batch,0.8052981844432859,,0.602690578498281,0.5200928428218111,0.8052981844432859,0.693108981237694
125,TabulaMuris_Brain_Neurons_FACS,spectral,0.795474014407658,,0.26517166181365603,0.30658971125115303,0.5752718735238821,0.701474481276191
126,TabulaMuris_Brain_Neurons_FACS,srp,0.9021200187478701,,0.417908584094567,0.40407420792716997,0.7900152210012891,0.753126683669488
127,TabulaMuris_Brain_Neurons_FACS,tsvd,0.72277034749258,,0.767762364544134,0.7286805973401059,0.668612609337448,0.7603093936056271
128,TabulaMuris_Brain_Neurons_FACS,umap,0.5790885194530839,,0.533026570825294,0.623120692990048,0.579535827456308,0.579535827456308
129,TabulaMuris_Brain_Neurons_FACS,vasc,0.7892804870247979,,0.376819733381875,0.38106250628001004,0.11037627485295402,0.7892804870247979
130,TabulaMuris_Brain_Neurons_FACS,vpac,0.34149484492645005,,0.541037195364481,0.535889593211025,0.126761711913554,0.34149484492645005
131,TabulaMuris_Brain_Neurons_FACS,zifa,0.696654766116462,,0.788097998483153,0.6209610729590601,0.696654766116462,0.696654766116462
132,TabulaMuris_Colon_FACS,bd,0.18652369267923397,0.290728735223928,0.265863154984611,0.30591852923894897,0.418032504289884,0.18652369267923397
133,TabulaMuris_Colon_FACS,fa,0.489937275446122,0.309234161895213,0.197831309975364,0.173977182297489,0.611279644481951,0.360734793489822
134,TabulaMuris_Colon_FACS,fica,0.446933371742655,0.18684753050147002,0.18401527356438802,0.146954131339586,0.6516951100128641,0.71819926530524
135,TabulaMuris_Colon_FACS,grp,0.817143185514067,0.28978636792036894,0.882141822969078,0.8873357300205129,0.19663042968436498,0.9888665779230191
136,TabulaMuris_Colon_FACS,icm,0.432961647574954,0.293122331833698,0.23990792592081503,0.475567109217247,0.6786289041803549,0.6786289041803549
137,TabulaMuris_Colon_FACS,ipca,0.901546262135539,0.186847530736534,0.332877885254582,0.291660982713383,0.8702531292479351,0.894990958468342
138,TabulaMuris_Colon_FACS,isomap,0.7423495820334292,0.179011372558606,0.336397093581347,0.302032765979969,0.799926437711933,0.9872919462016528
139,TabulaMuris_Colon_FACS,ivis,0.33293101233861,0.0998768576033553,0.401843603294577,0.36635012945914097,0.14980992742322596,0.27496750243368
140,TabulaMuris_Colon_FACS,kpca-cos,0.6043669313858461,0.20303476987404603,0.514120975823356,0.469790859490771,0.6313991297947789,0.6313991297947789
141,TabulaMuris_Colon_FACS,kpca-pol,0.861364740081956,0.17153006972681897,0.0828585259056557,0.0354722459106428,0.88151921041439,0.861364740081956
142,TabulaMuris_Colon_FACS,kpca-rbf,0.519233151895158,0.0719164460159633,0.0011350521275845,0.00115102472667079,0.547762034173452,0.547762034173452
143,TabulaMuris_Colon_FACS,lda,0.229031849891877,0.16901386936677804,0.0928447215974841,0.310465451321424,0.52008829729633,0.229031849891877
144,TabulaMuris_Colon_FACS,lle,-0.0555827904373958,-0.0623809613728455,0.0464140482291445,0.0473927622333722,0.42743804197481794,0.7214151853121009
145,TabulaMuris_Colon_FACS,lsnmf,-0.00134387844394689,0.0116161006236072,0.00010218532296490899,0.00285247401883918,0.6512150147714749,0.6512150147714749
146,TabulaMuris_Colon_FACS,mctsne,0.598129222589616,0.289006615208297,-0.0257302161806749,-0.0236246396620508,0.813882518962643,0.5330606780949729
147,TabulaMuris_Colon_FACS,nmf,0.384206347031572,0.339688395390445,0.27067122625871,0.46861079684079,0.569825262402202,0.384206347031572
148,TabulaMuris_Colon_FACS,nmf2,0.777042188983417,0.251892443895478,0.5502314031650279,0.8809370833567759,0.805469379180067,0.605091995037167
149,TabulaMuris_Colon_FACS,nsnmf,0.39823065550729103,0.281044799581177,0.146397318230919,0.519410777113952,0.39823065550729103,0.39823065550729103
150,TabulaMuris_Colon_FACS,pca,0.894931370940095,0.18669221444009199,0.333934205399493,0.29213358992313104,0.870253127985654,0.894931370940095
151,TabulaMuris_Colon_FACS,phate,0.7157110116117079,0.158522961037435,0.33601950088340504,0.292360373738105,0.727480670444241,0.7157110116117079
152,TabulaMuris_Colon_FACS,pmf,0.7335315182235649,0.338438800526011,0.20661515789574203,0.695266400252259,0.7751288760036321,0.614198704784781
153,TabulaMuris_Colon_FACS,psmf,0.452189016114566,0.23320132067707897,0.362962175740432,0.211481824125587,0.8076684331720879,0.465596227939445
154,TabulaMuris_Colon_FACS,saucie,0.00261948717602458,0.00398627021696485,0.00885239587901477,0.00688742878976498,0.0038686238730220295,0.0028205159420872303
155,TabulaMuris_Colon_FACS,snmf,0.591579165540119,0.27118287838802396,0.4224720763061339,0.5745238336438779,0.5799144178122889,0.6824884858961171
156,TabulaMuris_Colon_FACS,spca,0.850988243670923,0.31156184074127696,0.218304895776565,0.35940428447401,0.8528100809891189,0.8721292034918371
157,TabulaMuris_Colon_FACS,spca-batch,0.7985485914360151,0.272880735322671,0.307391082129245,0.259336562599898,0.830556945186765,0.8065120710489679
158,TabulaMuris_Colon_FACS,spectral,0.229058429966781,0.13626305508841802,0.0740995961164108,0.069136166746925,0.6522121777051229,0.471116544934362
159,TabulaMuris_Colon_FACS,srp,0.860279493473499,0.316965691819438,0.27899881514706204,0.27281620813767804,0.0802901882982516,0.229875275212612
160,TabulaMuris_Colon_FACS,tsvd,0.8947901533055029,0.244585784225915,0.847250759198667,0.808716654921313,0.852750702680194,0.8872805644987869
161,TabulaMuris_Colon_FACS,umap,0.820293779647109,0.0948640768539732,0.22565422408567398,0.15853223285728898,0.815292958146735,0.9461698791527459
162,TabulaMuris_Colon_FACS,vasc,0.333804645066558,0.23269916677730298,0.116549479319097,0.0963924131333393,0.41549424741016605,0.6194329214884339
163,TabulaMuris_Colon_FACS,vpac,0.375869006299733,0.123605520333691,0.3333396765450661,0.39031987397262496,0.845781580191285,0.47165027530489506
164,TabulaMuris_Colon_FACS,zifa,0.495513626500958,0.166340383630658,0.48197650809678994,0.459699997248734,0.5229109803111021,0.5096994402019279
165,TabulaMuris_Fat_FACS,bd,0.7998537145537429,0.179022925781431,0.238046584675971,0.329147295007557,0.77087282909083,0.47508228904659205
166,TabulaMuris_Fat_FACS,fa,0.473007420987055,0.14467085943351699,0.291496022652392,0.248254599624181,0.473007420987055,0.47165086846964
167,TabulaMuris_Fat_FACS,fica,0.426716534845807,0.0771813701718354,0.268104690511076,0.37540215892285206,0.426716534845807,0.426716534845807
168,TabulaMuris_Fat_FACS,grp,0.7620256705485691,0.4912099834579439,0.6432585537223101,0.6496605421477321,0.990987293118273,0.990987293118273
169,TabulaMuris_Fat_FACS,icm,0.7577972188668199,0.17801260267223198,0.250340182908461,0.43548639431329994,0.7577972188668199,0.651988101455804
170,TabulaMuris_Fat_FACS,ipca,0.693323408255047,0.0771813702240548,0.490238488044622,0.436054962127683,0.612149574537755,0.693323408255047
171,TabulaMuris_Fat_FACS,isomap,0.798325475260842,0.35849802365012695,0.272505022142347,0.198151963139514,0.811112682629363,0.9593040724632329
172,TabulaMuris_Fat_FACS,ivis,0.16914380268625098,-0.12931017329352001,0.335422940078069,0.27926410028092896,0.16914380268625098,0.16914380268625098
173,TabulaMuris_Fat_FACS,kpca-cos,0.3555507431980371,-0.149403245514885,0.56794140053932,0.506296569815971,0.3555507431980371,0.31849642732714
174,TabulaMuris_Fat_FACS,kpca-pol,0.851283564640532,0.549689390392189,0.30557616635305895,0.21350934113079398,0.7786924232316791,0.8534945067695259
175,TabulaMuris_Fat_FACS,kpca-rbf,0.0567564047642077,-0.198687377027903,0.7840657769065309,0.756100599904958,0.103899094116657,0.0505467478396075
176,TabulaMuris_Fat_FACS,lda,0.0503910107739078,0.0139043969064855,0.53748703531266,0.620808533457728,0.536624516017879,0.34282204819325796
177,TabulaMuris_Fat_FACS,lle,0.586393925672025,-0.0920389785921681,0.392514279922444,0.2916368324367,0.7425924508072191,0.586393925672025
178,TabulaMuris_Fat_FACS,lsnmf,0.698364865039652,0.36933283085620894,0.19830115025827502,0.38167250692909493,0.698364865039652,0.698364865039652
179,TabulaMuris_Fat_FACS,mctsne,0.760502552898379,0.291505912960195,0.34093029998939095,0.277219949144287,0.7355027437784709,0.768945782269491
180,TabulaMuris_Fat_FACS,nmf,0.5720158832459301,0.17565222884439902,0.18675035455195102,0.270157637533764,0.5720158832459301,0.597128066205427
181,TabulaMuris_Fat_FACS,nmf2,0.731612299556895,0.11798260182979599,0.20727533789667896,0.723212379500861,0.690545645231872,0.771444551556938
182,TabulaMuris_Fat_FACS,nsnmf,0.562625901158115,0.149364831603654,0.153497211777727,0.591303536116207,0.539945383488003,0.562625901158115
183,TabulaMuris_Fat_FACS,pca,0.693360729229918,0.0771813702712082,0.495559475591664,0.436070368063911,0.6121495742115661,0.693360729229918
184,TabulaMuris_Fat_FACS,phate,0.6682047563596839,0.0332643682579065,0.33930531181225604,0.254180589123654,0.6748473535952642,0.641092398194535
185,TabulaMuris_Fat_FACS,pmf,0.5325940189276189,0.45086744152614205,0.29009220390273904,0.687411560372648,0.7534594814596371,0.7236727309951558
186,TabulaMuris_Fat_FACS,psmf,0.125800816460767,0.177263406041785,0.19845424871824105,0.26679520747923796,0.21595935261945395,0.125800816460767
